date,records_count,payload_timestamp,payload_category,payload_dataset,payload_status,payload_metrics_sea_surface_temp_k,payload_metrics_wind_speed_ms,payload_metrics_atmospheric_pressure_hpa,payload_metrics_cyclone_present
"2016-07-01","1","2016-07-01T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.0896351902538","17.523182511996254","996.6524715204021","false"
"2016-07-02","1","2016-07-02T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.6527311003771","17.9929065737305","1002.8491611690522","false"
"2016-07-03","1","2016-07-03T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.55329571556115","13.84492431427586","991.8319513416676","false"
"2016-07-04","1","2016-07-04T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.43343840039705","21.264709917830942","1000.57247925592","false"
"2016-07-05","1","2016-07-05T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.1454012393037","14.848480304148735","1005.761347216438","false"
"2016-07-06","1","2016-07-06T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.8045661880118","20.437982476226768","991.8110906895093","false"
"2016-07-07","1","2016-07-07T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.20888357114205","14.557813202105958","995.8253997238392","false"
"2016-07-08","1","2016-07-08T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.88456069279437","15.267226916619563","1000.6867159239099","false"
"2016-07-09","1","2016-07-09T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.2520313874559","12.60391656911398","1004.3916108731036","false"
"2016-07-10","1","2016-07-10T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.15780314758547","17.316483747916056","989.2911389576198","false"
"2016-07-11","1","2016-07-11T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.79933458634287","20.30193467936699","989.5987501417121","false"
"2016-07-12","1","2016-07-12T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.16656306634746","21.418498712010447","988.6944531403196","true"
"2016-07-13","1","2016-07-13T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.7784003061754","13.997054318349779","990.3852289093446","false"
"2016-07-14","1","2016-07-14T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.12848191359143","17.095699207158184","1003.3957738535912","false"
"2016-07-15","1","2016-07-15T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.73399644648606","16.410294216531533","988.2885871529054","true"
"2016-07-16","1","2016-07-16T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.2920825746921","21.05854567611297","990.2124059302869","false"
"2016-07-17","1","2016-07-17T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.11245641065875","13.202694787688","1005.1996586432465","false"
"2016-07-18","1","2016-07-18T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.4722020053134","22.057326510425746","1007.5167405229283","false"
"2016-07-19","1","2016-07-19T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.66137318620684","15.8906672162264","1003.2557315945812","false"
"2016-07-20","1","2016-07-20T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.65177107122474","17.452105367953912","1003.3117273046978","true"
"2016-07-21","1","2016-07-21T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.05694296821207","15.757263524218056","999.7300170273653","false"
"2016-07-22","1","2016-07-22T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.03568930891817","18.933783337913646","990.492045390532","false"
"2016-07-23","1","2016-07-23T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.62502308825077","22.1060983175174","997.6825301487127","false"
"2016-07-24","1","2016-07-24T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.95825898577573","12.967321868434858","988.5750777160719","false"
"2016-07-25","1","2016-07-25T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.05162471852486","16.05704396750465","992.0505424394403","true"
"2016-07-26","1","2016-07-26T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.5493162524361","17.544879341748477","995.6202895244905","false"
"2016-07-27","1","2016-07-27T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.30924501080347","18.123476848072322","1007.2478750022113","false"
"2016-07-28","1","2016-07-28T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.4763624013668","16.295202474720504","1001.4349311773336","false"
"2016-07-29","1","2016-07-29T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.339437878255","20.534666939705826","989.1405618353564","true"
"2016-07-30","1","2016-07-30T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.4337675347081","16.453547527470512","997.6521103801157","false"
"2016-07-31","1","2016-07-31T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.7251864561475","14.100164369541451","998.1391712961897","false"
