date,records_count,payload_timestamp,payload_category,payload_dataset,payload_status,payload_metrics_sea_surface_temp_k,payload_metrics_wind_speed_ms,payload_metrics_atmospheric_pressure_hpa,payload_metrics_cyclone_present
"2018-07-01","1","2018-07-01T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.55508111934995","13.081912479909025","993.7900261317722","false"
"2018-07-02","1","2018-07-02T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.41683141700344","20.002326970380658","991.4742975513026","false"
"2018-07-03","1","2018-07-03T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.6194392895093","17.827282902177082","996.3104460135752","false"
"2018-07-04","1","2018-07-04T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.54600588370505","13.195053085715719","994.2024657066672","true"
"2018-07-05","1","2018-07-05T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.16499599840085","15.63100018486109","997.5308756626315","false"
"2018-07-06","1","2018-07-06T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.3562858514205","16.691142113002837","1000.849622594434","false"
"2018-07-07","1","2018-07-07T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.49763587812","21.631594497971623","994.8595750015392","true"
"2018-07-08","1","2018-07-08T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.7358218514032","20.900387945746914","1002.4643149516991","false"
"2018-07-09","1","2018-07-09T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.7840827718921","16.747793877230272","996.9688293226732","false"
"2018-07-10","1","2018-07-10T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.28925714066713","18.97752707679591","1002.7556665744064","false"
"2018-07-11","1","2018-07-11T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.44936112370306","17.51629674651305","997.8689772401234","false"
"2018-07-12","1","2018-07-12T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.3411342814858","15.727623671839844","1003.1287017872779","false"
"2018-07-13","1","2018-07-13T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.18549462629943","21.47435776572675","1001.1221690020059","false"
"2018-07-14","1","2018-07-14T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.9702880360464","20.845224475949202","994.604775413169","false"
"2018-07-15","1","2018-07-15T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.5336128645859","18.221008408541667","990.1695029066454","false"
"2018-07-16","1","2018-07-16T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.71061116568706","19.355173283569982","1006.0659961225128","false"
"2018-07-17","1","2018-07-17T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.6244281327834","21.87264861250228","1002.7950856648871","true"
"2018-07-18","1","2018-07-18T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.6621581940462","15.207895088858333","988.3252337173162","false"
"2018-07-19","1","2018-07-19T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.2269559290676","15.006990219356815","988.0750703071237","false"
"2018-07-20","1","2018-07-20T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.63375436219997","15.305220433722562","1001.2021052752942","false"
"2018-07-21","1","2018-07-21T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.89600795281626","19.184837158806815","1005.3999891426934","false"
"2018-07-22","1","2018-07-22T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.50642885965635","20.92791550365221","994.3826119188777","false"
"2018-07-23","1","2018-07-23T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.2914573150246","17.745929270637564","990.3737207057147","false"
"2018-07-24","1","2018-07-24T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.88565480055297","17.36596460388528","992.2151626833601","false"
"2018-07-25","1","2018-07-25T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.03914345996395","21.381221316893093","988.1484660787763","false"
"2018-07-26","1","2018-07-26T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.45728875319736","14.147719787970965","995.1901813077914","false"
"2018-07-27","1","2018-07-27T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.92563114933756","20.830462588925464","992.3037942322799","false"
"2018-07-28","1","2018-07-28T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","299.0030938902907","15.445146373007926","999.1077929575895","true"
"2018-07-29","1","2018-07-29T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","298.5532007678854","21.48730338567848","995.6027063615826","false"
"2018-07-30","1","2018-07-30T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","296.66338693631053","17.398376924125643","1006.5556163203037","false"
"2018-07-31","1","2018-07-31T12:00:00Z","cyclone","ibtracs","ARCHIVED_VALIDATED","297.97336698904184","17.190945225841737","998.6968295820046","false"
