date,records_count,payload_timestamp,payload_category,payload_dataset,payload_status,payload_metrics_sea_surface_temp_k,payload_metrics_wind_speed_ms,payload_metrics_atmospheric_pressure_hpa,payload_metrics_cyclone_present
"2017-03-01","1","2017-03-01T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.5444404114776","16.542204206751567","998.8649402921103","false"
"2017-03-02","1","2017-03-02T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.25841284690387","12.874584762022417","1007.4834999350305","false"
"2017-03-03","1","2017-03-03T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.53199754939016","15.326168276507609","1005.6927209648337","false"
"2017-03-04","1","2017-03-04T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","296.86741042957476","16.43448092622014","996.19047954936","false"
"2017-03-05","1","2017-03-05T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.73824312625123","22.328697635799323","995.856101454206","false"
"2017-03-06","1","2017-03-06T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.2023642930097","16.749750832054428","1000.320732751855","true"
"2017-03-07","1","2017-03-07T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.9199260516097","21.871862127040274","988.2392463458248","true"
"2017-03-08","1","2017-03-08T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.022695255645","19.791575038322716","1002.0032691181452","false"
"2017-03-09","1","2017-03-09T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.36372230486677","18.120893434749576","990.271940981594","false"
"2017-03-10","1","2017-03-10T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.45556213900977","20.532374521986668","999.6852974996337","false"
"2017-03-11","1","2017-03-11T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.09164014573435","15.963761954436913","1000.084373781123","false"
"2017-03-12","1","2017-03-12T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.36257079070754","18.27262294114353","1006.5847328006295","false"
"2017-03-13","1","2017-03-13T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","296.7564806867021","17.879866316683966","1004.4175613921389","false"
"2017-03-14","1","2017-03-14T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.1819055287851","18.583042891132546","996.3263854387275","false"
"2017-03-15","1","2017-03-15T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.16467353286413","21.475971448705224","1005.2674867864291","false"
"2017-03-16","1","2017-03-16T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.56423538366295","15.444833515737933","991.1384367358968","false"
"2017-03-17","1","2017-03-17T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.8505465003251","17.44331667328447","1004.2464188519544","false"
"2017-03-18","1","2017-03-18T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.02765836774125","18.799128701580806","992.0889653320262","false"
"2017-03-19","1","2017-03-19T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.4242241597511","20.029775234336547","1006.5485761740406","false"
"2017-03-20","1","2017-03-20T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.8936863191504","17.93113534823037","992.0603299835117","false"
"2017-03-21","1","2017-03-21T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.0445353886481","21.83778834806764","992.8483365083005","false"
"2017-03-22","1","2017-03-22T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.0175783129359","14.461894237773148","996.1978788057651","false"
"2017-03-23","1","2017-03-23T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.61413570391306","12.95363643475817","1000.6768518607668","false"
"2017-03-24","1","2017-03-24T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","296.6935387505776","19.37487565021295","992.5196927421757","true"
"2017-03-25","1","2017-03-25T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.6032529358079","20.073086397784017","995.1729679303231","false"
"2017-03-26","1","2017-03-26T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.9278743216883","19.88806780953894","989.6400379526068","false"
"2017-03-27","1","2017-03-27T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","296.97731731711053","19.548499274931935","1005.0324169744606","false"
"2017-03-28","1","2017-03-28T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.89995141175854","12.522843281744606","994.4287310444736","false"
"2017-03-29","1","2017-03-29T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","299.0355645770043","17.562947333931326","1002.2421316538154","false"
"2017-03-30","1","2017-03-30T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","298.6486234326196","21.836697457611095","1006.4711115757366","false"
"2017-03-31","1","2017-03-31T12:00:00Z","sst","oceansat3_sst","ARCHIVED_VALIDATED","297.87695829246763","18.8806243540174","1002.7072588008045","false"
