date,records_count,payload_timestamp,payload_category,payload_dataset,payload_status,payload_metrics_sea_surface_temp_k,payload_metrics_wind_speed_ms,payload_metrics_atmospheric_pressure_hpa,payload_metrics_cyclone_present
"2023-03-01","1","2023-03-01T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","296.71418682533687","18.561170703368866","992.6795597965776","false"
"2023-03-02","1","2023-03-02T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","296.72472487357874","22.334143513876803","989.4650128310661","false"
"2023-03-03","1","2023-03-03T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.1574383559111","20.715146276808625","1002.9465543102879","false"
"2023-03-04","1","2023-03-04T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.68546029891263","16.14483538538241","994.9799391480336","true"
"2023-03-05","1","2023-03-05T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.32534391212346","14.23562634037011","992.3010976940134","false"
"2023-03-06","1","2023-03-06T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.0849197853606","12.404206870276084","989.9058962885688","false"
"2023-03-07","1","2023-03-07T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.03305828212615","20.8534142337911","995.8549730007168","false"
"2023-03-08","1","2023-03-08T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.184037897545","14.39391197895976","999.8697083878156","false"
"2023-03-09","1","2023-03-09T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.39132960591735","21.458052738452153","990.4134058343815","false"
"2023-03-10","1","2023-03-10T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.38200193523573","17.788145053808545","999.1467366777866","true"
"2023-03-11","1","2023-03-11T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.17857734132576","21.031737996203628","993.0711563078846","false"
"2023-03-12","1","2023-03-12T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.3731047608502","20.528026296472017","1005.7359649100205","false"
"2023-03-13","1","2023-03-13T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.55005755689893","13.635065087487407","1006.6684632866674","false"
"2023-03-14","1","2023-03-14T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.38865191426254","20.39853930682075","991.9771511368507","false"
"2023-03-15","1","2023-03-15T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.03589563331815","19.53915040307891","994.2776769777215","false"
"2023-03-16","1","2023-03-16T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.7294523625263","12.535925491821509","993.6892370698457","true"
"2023-03-17","1","2023-03-17T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.3636640506902","19.173005416082667","993.744321378504","false"
"2023-03-18","1","2023-03-18T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.25031083293123","19.04255842498932","999.6100833141472","false"
"2023-03-19","1","2023-03-19T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.4799198259021","12.945788264695471","994.4072253663504","false"
"2023-03-20","1","2023-03-20T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.5318645992095","17.675650090405867","991.570866305209","false"
"2023-03-21","1","2023-03-21T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.07661423302085","16.41325367962004","997.3609819638186","false"
"2023-03-22","1","2023-03-22T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","299.5179378469137","17.610257144049967","1006.3565750268493","true"
"2023-03-23","1","2023-03-23T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.8838138600071","15.796062880476763","996.1032527968207","false"
"2023-03-24","1","2023-03-24T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","296.68496088944494","17.016921343873314","990.3989758872635","false"
"2023-03-25","1","2023-03-25T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.2823943485012","13.728348728718764","988.9439102312922","false"
"2023-03-26","1","2023-03-26T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.564324221479","17.63519283097683","1006.2997198345686","false"
"2023-03-27","1","2023-03-27T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.1723470500056","15.50883930200234","1003.7794896792172","false"
"2023-03-28","1","2023-03-28T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.06869616062664","20.616924325024428","996.9378464550487","true"
"2023-03-29","1","2023-03-29T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","297.3532624318205","19.915859624703426","997.8185622858718","false"
"2023-03-30","1","2023-03-30T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","298.84550041798025","17.602520009571716","991.4693600434624","false"
"2023-03-31","1","2023-03-31T12:00:00Z","atmospheric","gpm_profile","ARCHIVED_VALIDATED","296.7995737013524","17.81276600662928","990.7730504160216","false"
