date,records_count,payload_timestamp,payload_category,payload_dataset,payload_status,payload_metrics_sea_surface_temp_k,payload_metrics_wind_speed_ms,payload_metrics_atmospheric_pressure_hpa,payload_metrics_cyclone_present
"2024-07-01","1","2024-07-01T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.5055806751077","21.489533164902706","999.1862482521659","true"
"2024-07-02","1","2024-07-02T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.0485454808075","15.407551995967815","1000.9906753271945","false"
"2024-07-03","1","2024-07-03T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.033638231154","17.819503722355787","1002.1752297605242","true"
"2024-07-04","1","2024-07-04T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.381834139938","21.914336789823906","991.4417292656049","false"
"2024-07-05","1","2024-07-05T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","296.88066247032265","13.620068705523721","990.8433469770293","false"
"2024-07-06","1","2024-07-06T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.9898138853289","18.564527455816222","991.881144208962","false"
"2024-07-07","1","2024-07-07T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","296.682316458379","20.33606084076461","1004.728215515298","false"
"2024-07-08","1","2024-07-08T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.32515241214537","14.201474856528613","1006.1875950855163","false"
"2024-07-09","1","2024-07-09T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.6182146682681","13.086471182436544","1007.833524385665","true"
"2024-07-10","1","2024-07-10T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.2675874765373","16.77143090913673","990.8729003774688","false"
"2024-07-11","1","2024-07-11T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.5504263023203","12.659420162603023","991.9382404396131","false"
"2024-07-12","1","2024-07-12T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.8234807679663","15.282308049447739","992.0217680092577","false"
"2024-07-13","1","2024-07-13T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.29850749834793","16.06230243896694","997.4199802169462","false"
"2024-07-14","1","2024-07-14T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.18723851746483","17.16383156850586","990.9369398887135","false"
"2024-07-15","1","2024-07-15T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.5776929509384","19.146745544351987","1000.4969949502797","false"
"2024-07-16","1","2024-07-16T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","296.93899101656837","17.915015862641226","992.921688246287","false"
"2024-07-17","1","2024-07-17T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","296.8381061637668","14.998915656058774","993.9465053546896","false"
"2024-07-18","1","2024-07-18T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.2681839383731","18.152794384388528","1003.8922253263192","true"
"2024-07-19","1","2024-07-19T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.7666421508706","20.409464240863734","996.978119003575","true"
"2024-07-20","1","2024-07-20T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.8662201901035","17.411577324108805","993.5707656788434","false"
"2024-07-21","1","2024-07-21T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.2942940662233","19.349717702320735","991.1991641211876","false"
"2024-07-22","1","2024-07-22T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.36898883174854","12.989906745624612","1001.8307202167958","false"
"2024-07-23","1","2024-07-23T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.4732577720598","19.925821213712823","1007.7971005471849","false"
"2024-07-24","1","2024-07-24T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.2750363404567","16.055971002522764","992.1109932310688","false"
"2024-07-25","1","2024-07-25T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.4710059566535","14.844228627783183","999.2377149051631","false"
"2024-07-26","1","2024-07-26T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.15838383371096","12.431996818149798","1005.1263600691614","false"
"2024-07-27","1","2024-07-27T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.3582016817447","21.503860283352765","996.7491330683295","false"
"2024-07-28","1","2024-07-28T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","297.9939862084782","14.670222287302142","992.1506707441747","false"
"2024-07-29","1","2024-07-29T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","296.822371993544","20.584521330732557","994.7563689619682","false"
"2024-07-30","1","2024-07-30T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","299.32229802832654","18.783715670388347","995.4047329429089","false"
"2024-07-31","1","2024-07-31T12:00:00Z","ocean","wind_vectors","ARCHIVED_VALIDATED","298.1283034497249","21.905441627486965","1003.8635408290577","false"
